0,39.82,40.01,40.45,39.64,1.5992,39.65,40.28,3.1977999999999995,20.600000381469727,43.0,41.599998474121094
1,39.99,39.74,40.35,39.72,4.7958,39.83,40.18,6.395999999999999,20.600000381469727,43.0,41.70000076293945
2,39.89,40.16,40.09,40.13,7.998699999999999,39.45,40.09,9.5895,20.600000381469727,42.900001525878906,41.70000076293945
3,40.4,40.34,39.93,39.71,11.193299999999999,40.0,39.73,12.7879,20.600000381469727,43.0,41.599998474121094
4,40.31,39.92,40.02,40.13,14.3917,39.81,40.1,15.9899,20.600000381469727,43.0,41.599998474121094
5,40.58,40.0,40.53,39.97,17.6007,40.27,39.91,19.2043,20.600000381469727,43.0,41.599998474121094
6,39.9,40.68,40.36,39.97,20.813399999999998,40.09,39.92,22.413599999999995,20.600000381469727,43.0,41.70000076293945
7,39.98,40.24,40.0,40.22,24.017999999999997,39.64,40.17,25.6142,20.600000381469727,43.0,41.70000076293945
8,40.22,40.14,40.07,40.21,27.2206,40.26,39.62,28.818199999999997,20.600000381469727,43.0,41.599998474121094
9,40.24,39.99,40.18,39.89,30.4212,39.64,39.46,32.0032,20.600000381469727,43.0,41.70000076293945
10,40.22,40.42,40.18,40.12,33.6126,39.71,39.91,35.205,20.600000381469727,43.0,41.70000076293945
11,39.89,40.42,40.35,40.13,36.8129,40.36,39.91,38.4183,20.600000381469727,43.0,41.70000076293945
12,40.05,39.56,39.83,39.79,40.0106,39.81,39.99,40.007400000000004,20.600000381469727,43.0,41.70000076293945
13,39.96,39.96,39.98,40.03,40.0081,40.26,40.33,40.0219,20.600000381469727,43.0,41.79999923706055
14,39.79,39.8,39.99,39.78,40.0153,39.81,40.25,40.0138,20.600000381469727,43.099998474121094,41.70000076293945
15,40.11,40.03,39.96,39.76,40.02160000000001,39.61,40.4,40.018,20.600000381469727,43.099998474121094,41.70000076293945
16,40.48,40.49,40.34,40.55,40.042,39.89,40.42,40.0444,20.600000381469727,43.099998474121094,41.70000076293945
17,40.11,39.87,39.89,40.02,40.0451,39.61,40.41,40.0347,20.600000381469727,43.099998474121094,41.70000076293945
18,40.55,40.31,39.89,40.12,40.0398,39.88,39.7,40.0223,20.600000381469727,43.099998474121094,41.70000076293945
19,40.27,40.05,39.81,40.51,40.0285,40.23,40.06,40.0299,20.600000381469727,43.099998474121094,41.70000076293945
20,39.7,39.89,40.16,39.86,40.0298,39.52,39.71,40.008,20.600000381469727,43.099998474121094,41.70000076293945
21,40.45,40.31,39.81,39.76,40.0137,40.14,40.15,40.0165,20.600000381469727,43.20000076293945,41.70000076293945
22,39.42,40.04,40.23,40.26,40.034,39.87,40.5,40.032,20.600000381469727,43.20000076293945,41.70000076293945
23,39.86,40.3,40.74,39.68,40.0454,39.97,40.23,40.0415,20.600000381469727,43.20000076293945,41.70000076293945
24,39.94,40.48,40.24,40.18,40.0445,39.96,40.15,40.054399999999994,20.600000381469727,43.20000076293945,41.70000076293945
25,40.03,39.95,40.4,40.02,40.062400000000004,39.7,39.78,40.0527,20.600000381469727,43.20000076293945,41.70000076293945
26,39.71,40.4,40.07,40.04,40.0431,39.72,40.25,40.048899999999996,20.600000381469727,43.20000076293945,41.70000076293945
27,40.03,40.3,39.72,40.27,40.0509,39.96,39.7,40.045500000000004,20.600000381469727,43.20000076293945,41.79999923706055
28,39.86,40.23,40.16,39.93,40.04709999999999,39.97,40.16,40.031099999999995,20.600000381469727,43.20000076293945,41.70000076293945
29,40.56,40.31,39.9,40.04,40.032999999999994,40.43,40.15,40.0457,20.600000381469727,43.20000076293945,41.79999923706055
30,40.72,39.97,40.07,39.95,40.0524,39.98,40.15,40.0463,20.600000381469727,43.20000076293945,41.79999923706055
31,40.36,39.79,40.15,39.58,40.0535,40.41,40.59,40.0671,20.600000381469727,43.20000076293945,41.79999923706055
32,39.94,40.65,40.16,40.27,40.0715,40.24,40.24,40.085,20.600000381469727,43.20000076293945,41.79999923706055
33,40.47,40.49,40.25,40.28,40.1153,39.79,40.33,40.114399999999996,20.600000381469727,43.099998474121094,41.79999923706055
34,40.09,39.85,39.95,40.08,40.10829999999999,39.86,39.85,40.103,20.600000381469727,43.20000076293945,41.79999923706055
35,40.45,40.39,40.15,40.27,40.1082,40.24,39.88,40.1048,20.600000381469727,43.20000076293945,41.79999923706055
36,39.92,40.03,40.31,40.5,40.1084,39.67,40.04,40.0942,20.600000381469727,43.20000076293945,41.79999923706055
37,40.44,40.54,39.96,40.0,40.1014,39.86,40.49,40.1044,20.600000381469727,43.20000076293945,41.79999923706055
38,39.76,40.12,40.14,40.09,40.1159,39.96,39.6,40.1049,20.600000381469727,43.099998474121094,41.70000076293945
39,39.99,40.45,39.95,39.98,40.1092,39.57,39.76,40.0926,20.600000381469727,43.099998474121094,41.79999923706055
40,39.91,40.02,40.38,39.64,40.0989,39.39,40.03,40.0855,20.600000381469727,43.099998474121094,41.70000076293945
41,39.74,40.03,40.22,39.99,40.0827,39.94,40.04,40.0742,20.600000381469727,43.099998474121094,41.70000076293945
42,40.15,40.26,40.11,40.05,40.0683,40.1,39.75,40.0582,20.600000381469727,43.099998474121094,41.70000076293945
43,40.35,39.95,39.88,39.74,40.05480000000001,39.67,39.95,40.0484,20.600000381469727,43.099998474121094,41.70000076293945
44,40.52,40.29,40.3,40.0,40.039500000000004,39.95,39.59,40.0201,20.600000381469727,43.0,41.70000076293945
45,39.66,40.7,40.12,39.91,40.0144,40.31,40.03,40.006299999999996,20.600000381469727,43.099998474121094,41.70000076293945
46,39.84,40.37,40.47,40.25,40.013200000000005,39.58,40.21,40.0093,20.600000381469727,43.099998474121094,41.70000076293945
47,40.33,39.82,40.35,40.23,40.022400000000005,39.93,40.1,40.0104,20.600000381469727,43.0,41.70000076293945
48,39.83,40.19,40.12,40.16,40.011,40.12,40.21,40.01,20.600000381469727,43.0,41.70000076293945
49,40.08,40.09,39.68,40.4,40.018299999999996,40.21,39.93,40.0117,20.600000381469727,43.0,41.70000076293945
50,39.83,40.62,39.87,40.16,40.0095,39.85,39.86,40.0026,20.600000381469727,43.0,41.70000076293945
51,39.83,39.76,39.69,39.82,40.0024,39.11,39.58,39.9725,20.600000381469727,43.0,41.70000076293945
52,40.36,39.76,40.12,39.92,39.9875,39.95,39.67,39.9804,20.600000381469727,43.0,41.70000076293945
53,39.98,40.26,39.93,39.97,39.993399999999994,39.93,39.66,39.9854,20.600000381469727,43.0,41.70000076293945
54,40.84,40.27,40.38,40.4,40.0047,39.93,40.29,40.0034,20.600000381469727,43.0,41.70000076293945
55,40.06,39.84,40.2,39.79,40.005300000000005,39.46,40.11,39.9975,20.600000381469727,43.0,41.70000076293945
56,40.07,39.83,40.02,39.8,40.0023,40.02,39.84,39.9884,20.600000381469727,43.0,41.70000076293945
57,40.16,39.93,39.94,39.9,39.996900000000004,39.47,39.84,39.9792,20.5,42.900001525878906,41.70000076293945
58,40.42,39.83,40.28,40.15,39.9792,40.39,39.84,39.974500000000006,20.5,43.0,41.599998474121094
59,39.84,39.84,40.02,39.82,39.9739,40.22,40.38,39.9786,20.5,43.0,41.599998474121094
60,40.09,40.03,39.96,40.42,39.983000000000004,39.94,40.12,39.9812,20.5,42.900001525878906,41.599998474121094
61,39.91,40.63,40.3,39.56,39.9786,39.76,40.66,39.984500000000004,20.5,42.900001525878906,41.599998474121094
62,39.93,40.02,39.44,39.92,39.9748,39.13,39.86,39.9498,20.5,43.0,41.599998474121094
63,40.09,39.94,40.22,39.83,39.9564,40.04,40.04,39.967,20.5,43.0,41.599998474121094
64,39.84,40.04,39.97,39.91,39.9908,39.58,39.87,39.9782,20.5,43.0,41.70000076293945
65,40.25,40.2,39.7,40.15,39.9888,39.66,39.59,39.9724,20.5,43.0,41.599998474121094
66,40.03,40.12,40.05,40.1,39.9836,39.69,40.04,39.959300000000006,20.5,43.0,41.70000076293945
67,39.92,40.19,40.21,39.73,39.955400000000004,39.94,40.48,39.96490000000001,20.5,43.0,41.70000076293945
68,39.85,39.87,39.63,40.18,39.9688,39.87,40.14,39.9718,20.5,43.0,41.70000076293945
69,40.29,40.06,40.59,39.86,39.982600000000005,40.52,39.89,39.9915,20.5,43.0,41.70000076293945
70,40.28,40.05,40.06,40.19,40.0111,39.51,40.23,39.9991,20.5,43.099998474121094,41.70000076293945
71,40.28,39.79,40.15,40.1,39.9977,39.6,39.97,39.9939,20.5,43.099998474121094,41.70000076293945
72,39.77,40.23,40.16,39.85,39.982,39.88,39.98,39.974199999999996,20.5,43.099998474121094,41.70000076293945
73,40.26,40.3,40.15,40.34,39.9835,40.04,39.88,39.9779,20.5,43.099998474121094,41.70000076293945
74,40.19,40.21,39.97,39.92,39.9724,40.23,40.4,39.991899999999994,20.5,43.099998474121094,41.70000076293945
75,40.19,40.13,40.06,39.93,40.01519999999999,40.05,40.5,40.0254,20.5,43.099998474121094,41.70000076293945
76,40.43,40.18,40.45,40.41,40.0385,39.94,39.93,40.0383,20.5,43.099998474121094,41.70000076293945
77,39.94,40.13,39.89,39.59,40.0448,39.97,40.06,40.0424,20.5,43.20000076293945,41.70000076293945
78,40.35,40.37,40.21,40.25,40.069199999999995,40.58,39.95,40.0768,20.5,43.20000076293945,41.70000076293945
79,39.86,39.95,40.14,39.94,40.0811,39.88,40.14,40.080999999999996,20.5,43.20000076293945,41.70000076293945
