Filetime;VL-Temperatur (Soll);VL-Temperatur (Ist);RL-Temperatur (Ist);Öffnung des Durchgangsventils (Soll)
132912165492330000;15;15.1;16;33.121357
132912165492430000;15;15.1;16;33.1224
132912165492530000;15;15.1;16;33.1224
132912165492630000;15;15.1;16;33.1224
132912165492730000;15;15.1;16;33.1224
132912165492830000;15;15.1;16;33.1224
132912165492930000;15;15.1;16;33.12344
132912165493030000;15;15.1;16;33.12344
132912165493130000;15;15.1;16;33.12344
132912165493230000;15;15.1;16;33.12344
132912165493330000;15;15.1;16;33.12344
132912165493430000;15;15.1;16;33.12448
132912165493530000;15;15.1;16;33.12448
132912165493630000;15;15.1;16;33.12448
132912165493730000;15;15.1;16;33.12448
132912165493830000;15;15.1;16;33.12448
132912165493930000;15;15.1;16;33.1255226
132912165494030000;15;15.1;16;33.1255226
132912165494130000;15;15.1;16;33.1255226
132912165494230000;15;15.1;16;33.1255226
132912165494330000;15;15.1;16;33.1255226
132912165494430000;15;15.1;16;33.1265678
132912165494530000;15;15.1;16;33.1265678
132912165494630000;15;15.1;16;33.1265678
132912165494730000;15;15.1;16;33.1265678
132912165494830000;15;15.1;16;33.1265678
132912165494930000;15;15.1;16;33.12761
132912165495030000;15;15.1;16;33.12761
132912165495130000;15;15.1;16;33.12761
132912165495230000;15;15.1;16;33.12761
132912165495330000;15;15.1;16;33.12761
132912165495430000;15;15.1;16;33.12865
132912165495530000;15;15.1;16;33.12865
132912165495630000;15;15.1;16;33.12865
132912165495730000;15;15.1;16;33.12865
132912165495830000;15;15.1;16;33.12865
132912165495930000;15;15.1;16;33.1296921
132912165496030000;15;15.1;16;33.1296921
132912165496130000;15;15.1;16;33.1296921
132912165496230000;15;15.1;16;33.1296921
132912165496330000;15;15.1;16;33.1296921
132912165496430000;15;15.1;16;33.1307335
132912165496530000;15;15.1;16;33.1307335
132912165496630000;15;15.1;16;33.1307335
132912165496730000;15;15.1;16;33.1307335
132912165496830000;15;15.1;16;33.1307335
132912165496930000;15;15.1;16;33.1317749
132912165497030000;15;15.1;16;33.1317749
132912165497130000;15;15.1;16;33.1317749
132912165497230000;15;15.1;16;33.1317749
132912165497330000;15;15.1;16;33.1317749
132912165497430000;15;15.1;16;33.1328163
132912165497530000;15;15.1;16;33.1328163
132912165497630000;15;15.1;16;33.1328163
132912165497730000;15;15.1;16;33.1328163
132912165497830000;15;15.1;16;33.1328163
132912165497930000;15;15.1;16;33.1338577
132912165498030000;15;15.1;16;33.1338577
132912165498130000;15;15.1;16;33.1338577
132912165498230000;15;15.1;16;33.1338577
132912165498330000;15;15.1;16;33.1338577
132912165498430000;15;15.1;16;33.1349
132912165498530000;15;15.1;16;33.1349
132912165498630000;15;15.1;16;33.1349
132912165498730000;15;15.1;16;33.1349
132912165498830000;15;15.1;16;33.1349
132912165498930000;15;15.1;16;33.13594
132912165499030000;15;15.1;16;33.13594
132912165499130000;15;15.1;16;33.13594
132912165499230000;15;15.1;16;33.13594
132912165499330000;15;15.1;16;33.13594
132912165499430000;15;15.1;16;33.136982
132912165499530000;15;15.1;16;33.136982
132912165499630000;15;15.1;16;33.136982
132912165499730000;15;15.1;16;33.136982
132912165499830000;15;15.1;16;33.136982
132912165499930000;15;15.1;16;33.1380234
132912165500030000;15;15.1;16;33.1380234
132912165500130000;15;15.1;16;33.1380234
