73,38.87,39.04,39.06,38.78,37.72,38.06
74,38.87,39.04,39.06,38.78,37.72,38.06
75,39.11,39.21,39.56,39.03,38.53,38.04
76,39.69,39.45,39.14,39.1,38.45,38.34
77,39.69,39.45,39.14,39.1,38.45,38.34
78,39.61,39.39,39.24,39.19,38.92,38.64
79,39.19,38.86,38.88,38.85,38.72,38.14
80,39.61,39.12,38.81,39.11,38.27,37.96
81,39.61,39.12,38.81,39.11,38.27,37.96
82,39.1,39.11,39.21,39.09,38.35,38.14
83,39.1,39.11,39.21,39.09,38.35,38.14
84,38.6,39.11,39.21,38.93,38.16,38.33
85,39.2,39.28,39.3,38.7,38.16,38.24
86,39.2,39.28,39.3,38.7,38.16,38.24
87,39.18,39.34,38.69,39.09,38.61,38.52
88,39.18,39.34,38.69,39.09,38.61,38.52
89,39.11,38.54,39.15,39.19,38.36,37.95
90,39.11,38.54,39.15,39.19,38.36,37.95
91,39.09,39.45,39.3,38.58,38.26,37.85
92,39.09,39.45,39.3,38.58,38.26,37.85
93,39.36,38.94,39.04,39.1,38.62,38.05
94,39.36,38.94,39.04,39.1,38.62,38.05
95,38.6,39.28,39.13,38.35,38.34,38.14
96,39.35,39.12,38.8,38.52,38.17,38.24
97,39.35,39.12,38.8,38.52,38.17,38.24
98,38.68,38.53,38.64,38.85,38.08,38.54
99,38.68,38.53,38.64,38.85,38.08,38.54
100,39.12,39.13,39.06,38.28,37.99,38.45
101,39.12,39.13,39.06,38.28,37.99,38.45
102,39.11,39.07,38.49,38.61,38.74,38.16
103,39.11,39.07,38.49,38.61,38.74,38.16
104,39.3,39.25,39.1,38.39,38.57,37.69
105,39.3,39.25,39.1,38.39,38.57,37.69
106,39.04,38.81,38.91,38.96,38.19,38.65
107,39.04,38.81,38.91,38.96,38.19,38.65
108,39.21,39.31,39.16,38.96,38.56,38.17
109,39.21,39.31,39.16,38.96,38.56,38.17
110,39.21,39.31,39.16,38.96,38.56,38.17
111,38.8,38.72,39.41,38.55,38.38,37.78
112,38.8,38.72,39.41,38.55,38.38,37.78
113,38.89,38.97,38.99,38.97,37.72,38.65
114,38.89,38.97,38.99,38.97,37.72,38.65
115,38.89,38.97,38.99,38.97,37.72,38.65
116,39.55,39.15,39.0,38.47,38.93,38.36
117,39.55,39.15,39.0,38.47,38.93,38.36
118,39.21,39.13,39.14,39.21,38.36,38.06
119,39.21,39.13,39.14,39.21,38.36,38.06
120,39.21,39.13,39.14,39.21,38.36,38.06
121,38.77,39.13,39.49,39.19,38.73,37.95
122,38.77,39.13,39.49,39.19,38.73,37.95
123,38.95,39.38,39.4,39.11,39.0,38.15
124,38.95,39.38,39.4,39.11,39.0,38.15
125,38.95,39.38,39.4,39.11,39.0,38.15
126,38.97,39.55,39.15,38.89,38.65,37.67
127,38.97,39.55,39.15,38.89,38.65,37.67
128,38.97,39.55,39.15,38.89,38.65,37.67
129,39.35,39.54,39.22,38.69,38.54,38.34
130,39.35,39.54,39.22,38.69,38.54,38.34
131,39.35,39.54,39.22,38.69,38.54,38.34
132,39.18,38.44,39.13,38.76,38.17,37.65
133,39.18,38.44,39.13,38.76,38.17,37.65
134,39.18,38.44,39.13,38.76,38.17,37.65
135,39.05,39.29,39.31,39.29,38.18,37.77
136,39.05,39.29,39.31,39.29,38.18,37.77
137,39.05,39.29,39.31,39.29,38.18,37.77
138,39.28,38.71,38.64,38.61,38.27,38.35
139,39.28,38.71,38.64,38.61,38.27,38.35
140,39.28,38.71,38.64,38.61,38.27,38.35
141,39.29,38.77,39.12,38.79,38.62,37.95
142,39.29,38.77,39.12,38.79,38.62,37.95
143,39.29,38.77,39.12,38.79,38.62,37.95
144,39.38,39.29,39.06,38.88,38.63,38.35
145,39.38,39.29,39.06,38.88,38.63,38.35
146,39.38,39.29,39.06,38.88,38.63,38.35
147,39.38,39.29,39.06,38.88,38.63,38.35
148,38.71,39.48,39.41,39.46,39.1,38.35
149,38.71,39.48,39.41,39.46,39.1,38.35
150,38.71,39.48,39.41,39.46,39.1,38.35
151,39.05,39.06,38.66,38.71,38.65,38.16
152,39.05,39.06,38.66,38.71,38.65,38.16
153,39.05,39.06,38.66,38.71,38.65,38.16
154,39.13,39.46,39.06,39.62,38.82,38.35
155,39.13,39.46,39.06,39.62,38.82,38.35
156,39.13,39.46,39.06,39.62,38.82,38.35
157,39.13,39.46,39.06,39.62,38.82,38.35
158,39.55,39.64,39.33,39.46,38.56,38.07
159,39.55,39.64,39.33,39.46,38.56,38.07
160,39.55,39.64,39.33,39.46,38.56,38.07
161,39.55,39.64,39.33,39.46,38.56,38.07
162,39.62,39.14,39.66,39.04,38.47,38.26
163,39.62,39.14,39.66,39.04,38.47,38.26
164,39.62,39.14,39.66,39.04,38.47,38.26
165,39.62,39.14,39.66,39.04,38.47,38.26
166,39.14,39.06,39.33,38.72,38.01,38.16
167,39.14,39.06,39.33,38.72,38.01,38.16
168,39.14,39.06,39.33,38.72,38.01,38.16
169,39.23,39.07,39.09,38.81,38.84,38.37
170,39.23,39.07,39.09,38.81,38.84,38.37
171,39.23,39.07,39.09,38.81,38.84,38.37
172,39.23,39.07,39.09,38.81,38.84,38.37
173,39.38,39.14,39.33,38.88,38.56,38.07
174,39.38,39.14,39.33,38.88,38.56,38.07
175,39.38,39.14,39.33,38.88,38.56,38.07
176,39.38,39.14,39.33,38.88,38.56,38.07
177,39.28,38.97,39.32,38.95,38.19,38.27
178,39.28,38.97,39.32,38.95,38.19,38.27
179,39.28,38.97,39.32,38.95,38.19,38.27
180,39.28,38.97,39.32,38.95,38.19,38.27
181,39.28,38.78,39.22,38.7,38.45,38.25
182,39.28,38.78,39.22,38.7,38.45,38.25
183,39.28,38.78,39.22,38.7,38.45,38.25
184,39.28,38.78,39.22,38.7,38.45,38.25
185,39.28,38.78,39.22,38.7,38.45,38.25
186,39.22,38.9,38.83,38.89,38.47,38.17
187,39.22,38.9,38.83,38.89,38.47,38.17
188,39.22,38.9,38.83,38.89,38.47,38.17
189,39.22,38.9,38.83,38.89,38.47,38.17
190,39.28,39.21,39.14,39.45,38.72,38.14
191,39.28,39.21,39.14,39.45,38.72,38.14
192,39.28,39.21,39.14,39.45,38.72,38.14
193,39.28,39.21,39.14,39.45,38.72,38.14
194,38.92,39.12,39.23,38.33,38.81,37.84
195,38.92,39.12,39.23,38.33,38.81,37.84
196,38.92,39.12,39.23,38.33,38.81,37.84
197,38.92,39.12,39.23,38.33,38.81,37.84
198,38.92,39.12,39.23,38.33,38.81,37.84
199,39.41,39.17,38.94,38.91,38.33,38.7
200,39.41,39.17,38.94,38.91,38.33,38.7
201,39.41,39.17,38.94,38.91,38.33,38.7
202,39.41,39.17,38.94,38.91,38.33,38.7
203,39.41,39.17,38.94,38.91,38.33,38.7
204,39.34,39.27,38.95,39.01,38.15,38.32
205,39.34,39.27,38.95,39.01,38.15,38.32
206,39.34,39.27,38.95,39.01,38.15,38.32
207,39.34,39.27,38.95,39.01,38.15,38.32
208,39.33,39.25,39.01,39.08,38.41,38.8
209,39.33,39.25,39.01,39.08,38.41,38.8
210,39.33,39.25,39.01,39.08,38.41,38.8
211,39.33,39.25,39.01,39.08,38.41,38.8
212,39.33,39.25,39.01,39.08,38.41,38.8
213,38.67,39.11,39.8,38.67,38.62,37.74
214,38.67,39.11,39.8,38.67,38.62,37.74
215,38.67,39.11,39.8,38.67,38.62,37.74
216,38.67,39.11,39.8,38.67,38.62,37.74
217,38.67,39.11,39.8,38.67,38.62,37.74
218,39.19,38.72,38.91,39.03,38.28,38.53
219,39.19,38.72,38.91,39.03,38.28,38.53
220,39.19,38.72,38.91,39.03,38.28,38.53
221,39.19,38.72,38.91,39.03,38.28,38.53
222,39.19,38.72,38.91,39.03,38.28,38.53
223,39.02,39.69,39.04,38.85,38.53,38.43
224,39.02,39.69,39.04,38.85,38.53,38.43
225,39.02,39.69,39.04,38.85,38.53,38.43
226,39.02,39.69,39.04,38.85,38.53,38.43
227,39.02,39.69,39.04,38.85,38.53,38.43
228,39.02,39.02,38.87,38.77,38.71,37.85
229,39.02,39.02,38.87,38.77,38.71,37.85
230,39.02,39.02,38.87,38.77,38.71,37.85
231,39.02,39.02,38.87,38.77,38.71,37.85
232,39.02,39.02,38.87,38.77,38.71,37.85
233,39.19,39.37,38.97,39.28,38.25,38.43
234,39.19,39.37,38.97,39.28,38.25,38.43
235,39.19,39.37,38.97,39.28,38.25,38.43
236,39.19,39.37,38.97,39.28,38.25,38.43
237,39.19,39.37,38.97,39.28,38.25,38.43
238,39.19,39.37,38.97,39.28,38.25,38.43
239,39.01,38.6,38.95,39.01,38.52,38.52
240,39.01,38.6,38.95,39.01,38.52,38.52
241,39.01,38.6,38.95,39.01,38.52,38.52
242,39.01,38.6,38.95,39.01,38.52,38.52
243,39.01,38.6,38.95,39.01,38.52,38.52
244,38.68,39.29,39.31,38.68,39.0,38.04
245,38.68,39.29,39.31,38.68,39.0,38.04
246,38.68,39.29,39.31,38.68,39.0,38.04
247,38.68,39.29,39.31,38.68,39.0,38.04
248,38.68,39.29,39.31,38.68,39.0,38.04
249,38.68,39.29,39.31,38.68,39.0,38.04
250,39.64,39.57,39.34,39.39,38.38,37.97
251,39.64,39.57,39.34,39.39,38.38,37.97
252,39.64,39.57,39.34,39.39,38.38,37.97
253,39.64,39.57,39.34,39.39,38.38,37.97
254,39.64,39.57,39.34,39.39,38.38,37.97
255,38.86,39.54,39.98,38.77,38.63,38.05
256,38.86,39.54,39.98,38.77,38.63,38.05
257,38.86,39.54,39.98,38.77,38.63,38.05
258,38.86,39.54,39.98,38.77,38.63,38.05
259,38.86,39.54,39.98,38.77,38.63,38.05
260,38.86,39.54,39.98,38.77,38.63,38.05
261,39.01,38.85,39.03,38.75,38.15,38.61
262,39.01,38.85,39.03,38.75,38.15,38.61
263,39.01,38.85,39.03,38.75,38.15,38.61
264,39.01,38.85,39.03,38.75,38.15,38.61
265,39.01,38.85,39.03,38.75,38.15,38.61
266,39.01,38.85,39.03,38.75,38.15,38.61
267,39.24,39.25,39.44,38.82,38.32,38.3
268,39.24,39.25,39.44,38.82,38.32,38.3
269,39.24,39.25,39.44,38.82,38.32,38.3
270,39.24,39.25,39.44,38.82,38.32,38.3
271,39.24,39.25,39.44,38.82,38.32,38.3
272,39.24,39.25,39.44,38.82,38.32,38.3
273,39.68,39.03,39.13,38.76,38.8,38.7
274,39.68,39.03,39.13,38.76,38.8,38.7
275,39.68,39.03,39.13,38.76,38.8,38.7
276,39.68,39.03,39.13,38.76,38.8,38.7
277,39.68,39.03,39.13,38.76,38.8,38.7
278,39.68,39.03,39.13,38.76,38.8,38.7
279,39.27,38.95,39.22,38.77,38.35,38.05
280,39.27,38.95,39.22,38.77,38.35,38.05
281,39.27,38.95,39.22,38.77,38.35,38.05
282,39.27,38.95,39.22,38.77,38.35,38.05
283,39.27,38.95,39.22,38.77,38.35,38.05
284,39.27,38.95,39.22,38.77,38.35,38.05
285,39.13,39.07,39.51,39.04,38.66,38.56
286,39.13,39.07,39.51,39.04,38.66,38.56
287,39.13,39.07,39.51,39.04,38.66,38.56
288,39.13,39.07,39.51,39.04,38.66,38.56
289,39.13,39.07,39.51,39.04,38.66,38.56
290,39.13,39.07,39.51,39.04,38.66,38.56
291,39.13,39.07,39.51,39.04,38.66,38.56
292,39.34,38.98,39.09,39.25,38.3,38.28
293,39.34,38.98,39.09,39.25,38.3,38.28
294,39.34,38.98,39.09,39.25,38.3,38.28
295,39.34,38.98,39.09,39.25,38.3,38.28
296,39.34,38.98,39.09,39.25,38.3,38.28
297,39.34,38.98,39.09,39.25,38.3,38.28
298,39.18,39.3,39.23,38.85,38.26,38.6
299,39.18,39.3,39.23,38.85,38.26,38.6
300,39.18,39.3,39.23,38.85,38.26,38.6
301,39.18,39.3,39.23,38.85,38.26,38.6
302,39.18,39.3,39.23,38.85,38.26,38.6
303,39.18,39.3,39.23,38.85,38.26,38.6
304,39.18,39.3,39.23,38.85,38.26,38.6
305,39.1,39.28,38.96,38.44,38.33,38.21
306,39.1,39.28,38.96,38.44,38.33,38.21
307,39.1,39.28,38.96,38.44,38.33,38.21
308,39.1,39.28,38.96,38.44,38.33,38.21
309,39.1,39.28,38.96,38.44,38.33,38.21
310,39.1,39.28,38.96,38.44,38.33,38.21
311,39.01,38.84,39.28,39.43,38.04,37.91
312,39.01,38.84,39.28,39.43,38.04,37.91
313,39.01,38.84,39.28,39.43,38.04,37.91
314,39.01,38.84,39.28,39.43,38.04,37.91
315,39.01,38.84,39.28,39.43,38.04,37.91
316,39.01,38.84,39.28,39.43,38.04,37.91
317,39.01,38.84,39.28,39.43,38.04,37.91
318,39.44,39.53,39.05,39.11,37.88,38.32
319,39.44,39.53,39.05,39.11,37.88,38.32
320,39.44,39.53,39.05,39.11,37.88,38.32
321,39.44,39.53,39.05,39.11,37.88,38.32
322,39.44,39.53,39.05,39.11,37.88,38.32
323,39.44,39.53,39.05,39.11,37.88,38.32
324,39.44,39.53,39.05,39.11,37.88,38.32
325,39.44,39.53,39.05,39.11,37.88,38.32
326,38.88,38.86,39.05,39.37,38.69,38.51
327,38.88,38.86,39.05,39.37,38.69,38.51
328,38.88,38.86,39.05,39.37,38.69,38.51
329,38.88,38.86,39.05,39.37,38.69,38.51
330,38.88,38.86,39.05,39.37,38.69,38.51
331,38.88,38.86,39.05,39.37,38.69,38.51
332,38.88,38.86,39.05,39.37,38.69,38.51
333,39.46,39.05,39.15,38.88,38.35,38.42
334,39.46,39.05,39.15,38.88,38.35,38.42
335,39.46,39.05,39.15,38.88,38.35,38.42
336,39.46,39.05,39.15,38.88,38.35,38.42
337,39.46,39.05,39.15,38.88,38.35,38.42
338,39.46,39.05,39.15,38.88,38.35,38.42
339,39.46,39.05,39.15,38.88,38.35,38.42
340,39.46,39.05,39.15,38.88,38.35,38.42
341,39.2,38.89,39.24,38.94,38.81,38.32
342,39.2,38.89,39.24,38.94,38.81,38.32
343,39.2,38.89,39.24,38.94,38.81,38.32
344,39.2,38.89,39.24,38.94,38.81,38.32
345,39.2,38.89,39.24,38.94,38.81,38.32
346,39.2,38.89,39.24,38.94,38.81,38.32
347,39.2,38.89,39.24,38.94,38.81,38.32
348,39.31,39.66,38.92,38.9,38.1,38.55
349,39.31,39.66,38.92,38.9,38.1,38.55
350,39.31,39.66,38.92,38.9,38.1,38.55
351,39.31,39.66,38.92,38.9,38.1,38.55
352,39.31,39.66,38.92,38.9,38.1,38.55
353,39.31,39.66,38.92,38.9,38.1,38.55
354,39.31,39.66,38.92,38.9,38.1,38.55
355,39.31,39.66,38.92,38.9,38.1,38.55
356,38.82,38.83,39.1,38.99,37.92,38.35
357,38.82,38.83,39.1,38.99,37.92,38.35
358,38.82,38.83,39.1,38.99,37.92,38.35
359,38.82,38.83,39.1,38.99,37.92,38.35
360,38.82,38.83,39.1,38.99,37.92,38.35
361,38.82,38.83,39.1,38.99,37.92,38.35
362,38.82,38.83,39.1,38.99,37.92,38.35
363,38.82,38.83,39.1,38.99,37.92,38.35
364,39.09,39.7,39.22,38.76,38.87,38.38
365,39.09,39.7,39.22,38.76,38.87,38.38
366,39.09,39.7,39.22,38.76,38.87,38.38
367,39.09,39.7,39.22,38.76,38.87,38.38
368,39.09,39.7,39.22,38.76,38.87,38.38
369,39.09,39.7,39.22,38.76,38.87,38.38
370,39.09,39.7,39.22,38.76,38.87,38.38
371,39.09,39.7,39.22,38.76,38.87,38.38
372,39.59,39.09,39.27,38.93,38.39,38.27
373,39.59,39.09,39.27,38.93,38.39,38.27
374,39.59,39.09,39.27,38.93,38.39,38.27
375,39.59,39.09,39.27,38.93,38.39,38.27
376,39.59,39.09,39.27,38.93,38.39,38.27
377,39.59,39.09,39.27,38.93,38.39,38.27
378,39.59,39.09,39.27,38.93,38.39,38.27
379,39.59,39.09,39.27,38.93,38.39,38.27
380,39.46,39.3,39.57,38.96,38.54,37.94
381,39.46,39.3,39.57,38.96,38.54,37.94
382,39.46,39.3,39.57,38.96,38.54,37.94
383,39.46,39.3,39.57,38.96,38.54,37.94
384,39.46,39.3,39.57,38.96,38.54,37.94
385,39.46,39.3,39.57,38.96,38.54,37.94
386,39.46,39.3,39.57,38.96,38.54,37.94
387,39.74,39.23,39.17,39.15,38.19,37.76
388,39.74,39.23,39.17,39.15,38.19,37.76
389,39.74,39.23,39.17,39.15,38.19,37.76
390,39.74,39.23,39.17,39.15,38.19,37.76
391,39.74,39.23,39.17,39.15,38.19,37.76
392,39.74,39.23,39.17,39.15,38.19,37.76
393,39.74,39.23,39.17,39.15,38.19,37.76
394,39.74,39.23,39.17,39.15,38.19,37.76
395,39.2,38.7,39.06,38.95,38.34,38.13
396,39.2,38.7,39.06,38.95,38.34,38.13
397,39.2,38.7,39.06,38.95,38.34,38.13
398,39.2,38.7,39.06,38.95,38.34,38.13
399,39.2,38.7,39.06,38.95,38.34,38.13
400,39.2,38.7,39.06,38.95,38.34,38.13
401,39.2,38.7,39.06,38.95,38.34,38.13
402,39.2,38.7,39.06,38.95,38.34,38.13
403,39.02,39.28,39.39,38.86,38.33,37.82
404,39.02,39.28,39.39,38.86,38.33,37.82
405,39.02,39.28,39.39,38.86,38.33,37.82
406,39.02,39.28,39.39,38.86,38.33,37.82
407,39.02,39.28,39.39,38.86,38.33,37.82
408,39.02,39.28,39.39,38.86,38.33,37.82
409,39.02,39.28,39.39,38.86,38.33,37.82
410,39.02,39.28,39.39,38.86,38.33,37.82
411,38.94,38.78,38.8,39.11,37.97,38.41
412,38.94,38.78,38.8,39.11,37.97,38.41
413,38.94,38.78,38.8,39.11,37.97,38.41
414,38.94,38.78,38.8,39.11,37.97,38.41
415,38.94,38.78,38.8,39.11,37.97,38.41
416,38.94,38.78,38.8,39.11,37.97,38.41
417,38.94,38.78,38.8,39.11,37.97,38.41
418,38.94,38.78,38.8,39.11,37.97,38.41
419,38.85,39.03,38.8,38.6,38.06,37.73
420,38.85,39.03,38.8,38.6,38.06,37.73
421,38.85,39.03,38.8,38.6,38.06,37.73
422,38.85,39.03,38.8,38.6,38.06,37.73
423,38.85,39.03,38.8,38.6,38.06,37.73
424,38.85,39.03,38.8,38.6,38.06,37.73
425,38.85,39.03,38.8,38.6,38.06,37.73
426,38.99,38.74,39.35,38.4,38.39,37.99
427,38.99,38.74,39.35,38.4,38.39,37.99
428,38.99,38.74,39.35,38.4,38.39,37.99
429,38.99,38.74,39.35,38.4,38.39,37.99
430,38.99,38.74,39.35,38.4,38.39,37.99
431,38.99,38.74,39.35,38.4,38.39,37.99
432,38.99,38.74,39.35,38.4,38.39,37.99
433,38.99,38.74,39.35,38.4,38.39,37.99
434,39.38,39.24,39.01,39.13,38.38,37.88
435,39.38,39.24,39.01,39.13,38.38,37.88
436,39.38,39.24,39.01,39.13,38.38,37.88
437,39.38,39.24,39.01,39.13,38.38,37.88
438,39.38,39.24,39.01,39.13,38.38,37.88
439,39.38,39.24,39.01,39.13,38.38,37.88
440,39.38,39.24,39.01,39.13,38.38,37.88
441,39.38,39.24,39.01,39.13,38.38,37.88
442,38.74,39.08,38.68,38.82,38.12,38.18
443,38.74,39.08,38.68,38.82,38.12,38.18
444,38.74,39.08,38.68,38.82,38.12,38.18
445,38.74,39.08,38.68,38.82,38.12,38.18
446,38.74,39.08,38.68,38.82,38.12,38.18
447,38.74,39.08,38.68,38.82,38.12,38.18
448,38.74,39.08,38.68,38.82,38.12,38.18
449,38.74,39.08,38.68,38.82,38.12,38.18
450,39.14,39.17,39.18,38.64,38.85,37.79
451,39.14,39.17,39.18,38.64,38.85,37.79
452,39.14,39.17,39.18,38.64,38.85,37.79
453,39.14,39.17,39.18,38.64,38.85,37.79
454,39.14,39.17,39.18,38.64,38.85,37.79
455,39.14,39.17,39.18,38.64,38.85,37.79
456,39.14,39.17,39.18,38.64,38.85,37.79
457,39.14,39.17,39.18,38.64,38.85,37.79
458,39.19,38.61,39.13,39.1,38.06,38.51
459,39.19,38.61,39.13,39.1,38.06,38.51
460,39.19,38.61,39.13,39.1,38.06,38.51
461,39.19,38.61,39.13,39.1,38.06,38.51
462,39.19,38.61,39.13,39.1,38.06,38.51
463,39.19,38.61,39.13,39.1,38.06,38.51
464,39.19,38.61,39.13,39.1,38.06,38.51
465,39.44,39.2,39.06,38.78,38.43,38.22
466,39.44,39.2,39.06,38.78,38.43,38.22
467,39.44,39.2,39.06,38.78,38.43,38.22
468,39.44,39.2,39.06,38.78,38.43,38.22
469,39.44,39.2,39.06,38.78,38.43,38.22
470,39.44,39.2,39.06,38.78,38.43,38.22
471,39.44,39.2,39.06,38.78,38.43,38.22
472,39.44,39.2,39.06,38.78,38.43,38.22
473,39.12,39.3,39.4,38.96,38.9,38.8
474,39.12,39.3,39.4,38.96,38.9,38.8
475,39.12,39.3,39.4,38.96,38.9,38.8
476,39.12,39.3,39.4,38.96,38.9,38.8
477,39.12,39.3,39.4,38.96,38.9,38.8
478,39.12,39.3,39.4,38.96,38.9,38.8
479,39.12,39.3,39.4,38.96,38.9,38.8
480,39.12,39.3,39.4,38.96,38.9,38.8
481,39.7,39.45,39.22,39.29,38.34,38.6
482,39.7,39.45,39.22,39.29,38.34,38.6
483,39.7,39.45,39.22,39.29,38.34,38.6
484,39.7,39.45,39.22,39.29,38.34,38.6
485,39.7,39.45,39.22,39.29,38.34,38.6
486,39.7,39.45,39.22,39.29,38.34,38.6
487,39.7,39.45,39.22,39.29,38.34,38.6
488,39.7,39.45,39.22,39.29,38.34,38.6
489,39.42,39.03,39.13,38.67,38.52,38.21
490,39.42,39.03,39.13,38.67,38.52,38.21
491,39.42,39.03,39.13,38.67,38.52,38.21
492,39.42,39.03,39.13,38.67,38.52,38.21
493,39.42,39.03,39.13,38.67,38.52,38.21
494,39.42,39.03,39.13,38.67,38.52,38.21
495,39.42,39.03,39.13,38.67,38.52,38.21
496,39.42,39.03,39.13,38.67,38.52,38.21
497,39.24,39.26,39.19,38.9,38.4,38.76
498,39.24,39.26,39.19,38.9,38.4,38.76
499,39.24,39.26,39.19,38.9,38.4,38.76
500,39.24,39.26,39.19,38.9,38.4,38.76
501,39.24,39.26,39.19,38.9,38.4,38.76
502,39.24,39.26,39.19,38.9,38.4,38.76
503,39.24,39.26,39.19,38.9,38.4,38.76
504,38.98,38.84,39.27,38.64,38.22,38.07
505,38.98,38.84,39.27,38.64,38.22,38.07
506,38.98,38.84,39.27,38.64,38.22,38.07
507,38.98,38.84,39.27,38.64,38.22,38.07
508,38.98,38.84,39.27,38.64,38.22,38.07
509,38.98,38.84,39.27,38.64,38.22,38.07
510,38.98,38.84,39.27,38.64,38.22,38.07
511,38.98,38.84,39.27,38.64,38.22,38.07
512,39.06,39.15,39.09,38.72,38.39,38.08
513,39.06,39.15,39.09,38.72,38.39,38.08
514,39.06,39.15,39.09,38.72,38.39,38.08
515,39.06,39.15,39.09,38.72,38.39,38.08
516,39.06,39.15,39.09,38.72,38.39,38.08
517,39.06,39.15,39.09,38.72,38.39,38.08
518,39.06,39.15,39.09,38.72,38.39,38.08
519,39.06,39.15,39.09,38.72,38.39,38.08
520,39.2,38.98,38.83,38.7,38.56,37.96
521,39.2,38.98,38.83,38.7,38.56,37.96
522,39.2,38.98,38.83,38.7,38.56,37.96
523,39.2,38.98,38.83,38.7,38.56,37.96
524,39.2,38.98,38.83,38.7,38.56,37.96
525,39.2,38.98,38.83,38.7,38.56,37.96
526,39.2,38.98,38.83,38.7,38.56,37.96
527,39.2,38.98,38.83,38.7,38.56,37.96
528,38.97,38.97,39.33,38.55,37.91,38.26
529,38.97,38.97,39.33,38.55,37.91,38.26
530,38.97,38.97,39.33,38.55,37.91,38.26
531,38.97,38.97,39.33,38.55,37.91,38.26
532,38.97,38.97,39.33,38.55,37.91,38.26
533,38.97,38.97,39.33,38.55,37.91,38.26
534,38.97,38.97,39.33,38.55,37.91,38.26
535,38.97,38.97,39.33,38.55,37.91,38.26
536,38.89,39.33,39.43,38.72,38.4,37.99
537,38.89,39.33,39.43,38.72,38.4,37.99
